campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.omni_initiated_checkout,actions.onsite_web_initiate_checkout,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_initiate_checkout,action_values.omni_initiated_checkout,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.initiate_checkout,actions.web_in_store_purchase,actions.omni_purchase,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_purchase,actions.add_payment_info,action_values.onsite_web_app_purchase,action_values.add_payment_info,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,120243109066170627,Yellow: UGC,2026-04-13,2026-04-19,264.13,752,645,19,2.526596,13.901579,351.236702,1.165891,12,12,98,98,86,instagram,instagram_stories,,,,,,,,,,,,9,4,9,17,4,17,17,4,,4,17,,,17,17,4,6640,37509,37509,6640,6640,37509,37509,37509,6640,6640,,3,3,3,3,15228,15228,15228,15228,1,1,1,1,1,1,1,1,1,3990,3491,0.4,3990,3990,3491,3990,3990,3990,,,,1,,1,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,120243109066170627,Yellow: UGC,2026-04-13,2026-04-19,1.18,349,348,5,1.432665,0.236,3.381089,1.002874,5,5,106,106,99,threads,threads_feed,,,2,2,,,,2,2,,,4,,4,1,,1,1,,,,1,,,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,120243109066170627,Yellow: UGC,2026-04-13,2026-04-19,0,0,0,1,,0,,0,0,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120310627,Love Note Testimonial,2026-04-13,2026-04-19,0.34,2,2,0,0,,170,1,0,,,,,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,6.970239,75,16,5,6.666667,1.394048,92.936515,4.6875,5,5,6,6,1,audience_network,an_classic,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,0.440015,7,6,0,0,,62.859295,1.166667,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,69.582382,556,293,1,0.179856,69.582382,125.14817,1.897611,1,1,4,4,3,facebook,facebook_reels,,,,,,,,,,,,1,,1,3,,3,3,,,,3,,,3,3,,,3380,3380,,,3380,3380,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,0.490017,15,12,0,0,,32.667785,1.25,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,3.090106,15,12,0,0,,206.007054,1.25,0,,,,,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,244.908385,761,480,6,0.788436,40.818064,321.824422,1.585417,3,3,7,7,3,facebook,feed,,,1,1,,,,1,1,,,4,,4,3,,3,3,,,,3,,,3,3,,,6770,6770,,,6770,6770,6770,,,,2,2,2,2,570,570,570,570,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,3.630124,117,74,0,0,,31.026703,1.581081,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,1.100038,3,3,0,0,,366.679222,1,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,2.960101,49,16,0,0,,60.410232,3.0625,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,0.230008,2,2,0,0,,115.003938,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,544.018627,2225,1309,11,0.494382,49.456239,244.502754,1.699771,10,10,250,250,235,instagram,feed,,,5,5,1,,,4,4,3,3,10,14,10,41,14,41,41,14,3,14,41,,3,41,41,14,23918,47703,47703,23918,23918,47703,47703,47703,23918,23918,,6,6,6,6,18681,18681,18681,18681,2,2,2,2,2,2,2,2,2,13874,13874,1.39,13874,13874,13874,13874,13874,13874,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,385.24319,3118,1698,24,0.769724,16.0518,123.554583,1.836278,21,21,42,42,20,instagram,instagram_reels,,,1,1,,,,1,1,2,2,13,8,13,33,8,33,33,8,2,8,33,,2,33,33,8,6760,30690,30690,6760,6760,30690,30690,30690,6760,6760,,7,7,7,7,4644.1,4644.1,4644.1,4644.1,1,1,1,2,1,1,1,1,2,1190,3880,0.12,1190,1190,3880,1190,1190,1190,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,0.100003,2,2,0,0,,50.001712,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,195.756703,530,365,8,1.509434,24.469588,369.352269,1.452055,8,8,8,8,,instagram,instagram_stories,,,,,,,,,,,,6,4,6,10,4,10,10,4,,4,10,,,10,10,4,3670,12530,12530,3670,3670,12530,12530,12530,3670,3670,,2,2,2,2,2090,2090,2090,2090,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,120243109120330627,March Offer,2026-04-13,2026-04-19,1.790061,37,36,0,0,,48.380035,1.027778,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200340627,Love Song,2026-04-13,2026-04-19,0.3,1,1,0,0,,300,1,0,,1,1,1,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200340627,Love Song,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200340627,Love Song,2026-04-13,2026-04-19,0.28,3,3,0,0,,93.333333,1,0,,1,1,1,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200340627,Love Song,2026-04-13,2026-04-19,0.11,2,2,0,0,,55,1,0,,,,,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,0.36,1,1,1,100,0.36,360,1,1,1,2,2,1,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,2880,2880,,,2880,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,0.68,4,2,0,0,,170,2,0,,,,,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,85.14,423,326,16,3.782506,5.32125,201.276596,1.297546,8,8,76,76,67,facebook,feed,,,1,1,,,,1,1,,,6,,6,6,,6,6,,,,6,1,,6,6,,,17440,17440,,,17440,17440,17440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,2
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,0.32,1,1,0,0,,320,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,285.32,1310,1108,13,0.992366,21.947692,217.801527,1.18231,13,13,215,215,191,instagram,feed,,,11,11,1,4,4,6,6,,,9,,9,13,,13,13,,,,13,,,13,13,,,36050,36050,,,36050,36050,36050,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,24.73,153,133,1,0.653595,24.73,161.633987,1.150376,1,1,15,15,13,instagram,instagram_reels,,,1,1,,,,1,1,,,1,,1,2,,2,2,,,,2,,,2,2,,,8169,8169,,,8169,8169,8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,217.12,1021,863,18,1.762977,12.062222,212.654261,1.183082,18,18,113,113,95,instagram,instagram_stories,,,,,,,,,,,,9,,9,12,,12,12,,,,12,,,12,12,,,31895,31895,,,31895,31895,31895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,120243109200360627,Atul Sareen,2026-04-13,2026-04-19,0,2,2,0,0,,0,1,0,,1,1,1,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548050627,Cordless Diffuser: Influencer Video,2026-04-13,2026-04-19,0.24,1,1,0,0,,240,1,0,,1,1,1,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548050627,Cordless Diffuser: Influencer Video,2026-04-13,2026-04-19,0.11,1,1,0,0,,110,1,0,,,,,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548050627,Cordless Diffuser: Influencer Video,2026-04-13,2026-04-19,3.41,3,3,0,0,,1136.666667,1,0,,,,,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548050627,Cordless Diffuser: Influencer Video,2026-04-13,2026-04-19,2.24,11,11,0,0,,203.636364,1,0,,,,,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548050627,Cordless Diffuser: Influencer Video,2026-04-13,2026-04-19,0.35,2,2,0,0,,175,1,0,,,,,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548080627,Ad1: Love Note Collection,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548080627,Ad1: Love Note Collection,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548090627,First Rain: FL Most Asked Questions,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,1,1,1,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548090627,First Rain: FL Most Asked Questions,2026-04-13,2026-04-19,1.46,2,2,0,0,,730,1,0,,,,,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548090627,First Rain: FL Most Asked Questions,2026-04-13,2026-04-19,0.03,2,2,0,0,,15,1,0,,,,,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,120243116548090627,First Rain: FL Most Asked Questions,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,messenger,messenger_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244099055000627,ISAK Legacy Video,2026-04-13,2026-04-19,0.08,30,30,0,0,,2.666667,1,0,,,,,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244099055000627,ISAK Legacy Video,2026-04-13,2026-04-19,0.01,2,2,0,0,,5,1,0,,,,,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244099055000627,ISAK Legacy Video,2026-04-13,2026-04-19,0,2,2,0,0,,0,1,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244099055000627,ISAK Legacy Video,2026-04-13,2026-04-19,0.01,13,13,0,0,,0.769231,1,0,,2,2,2,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244099055000627,ISAK Legacy Video,2026-04-13,2026-04-19,5.26,2580,2580,0,0,,2.03876,1,0,,87,87,85,instagram,instagram_reels,,2,2,4,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,12.6,5391,4701,8,0.148395,1.575,2.337229,1.146777,2,2,272,272,267,facebook,facebook_reels,,,3,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.89,601,551,1,0.166389,0.89,1.480865,1.090744,1,1,16,16,15,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.69,94,88,0,0,,7.340426,1.068182,0,,8,8,8,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.49,228,162,0,0,,2.149123,1.407407,0,,8,8,8,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0,2,2,0,0,,0,1,0,,1,1,1,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,1.33,740,704,0,0,,1.797297,1.051136,0,,34,34,33,instagram,feed,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.4,261,260,0,0,,1.532567,1.003846,0,,36,36,36,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,338.89,162739,139746,69,0.042399,4.911449,2.082414,1.164534,38,38,5474,5474,5252,instagram,instagram_reels,,57,184,241,3,,,124,181,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.03,25,25,0,0,,1.2,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.38,202,197,0,0,,1.881188,1.025381,0,,2,2,2,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,120244102495190627,ISAK Lucknow Video,2026-04-13,2026-04-19,0.1,36,36,0,0,,2.777778,1,0,,6,6,6,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,0.01,5,5,0,0,,1.999986,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,4.479968,2578,2503,3,0.116369,1.493323,1.737769,1.029964,0,,114,114,114,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,0.139999,34,31,0,0,,4.117618,1.096774,0,,1,1,1,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,2.939979,181,179,3,1.657459,0.979993,16.242979,1.011173,0,,14,14,13,facebook,feed,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,0.139999,5,5,0,0,,27.999802,1,0,,1,1,1,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,5.769959,3042,2729,1,0.032873,5.769959,1.896765,1.114694,0,,197,197,197,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,0.06,31,30,0,0,,1.93547,1.033333,0,,10,10,10,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,120244113296650627,ISAK Legacy Video – Copy,2026-04-13,2026-04-19,26.479813,14701,14046,11,0.074825,2.407256,1.801225,1.046632,10,10,665,665,650,instagram,feed,,2,5,7,,,,3,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
